City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,husavik,66.0449,-17.3389,39.04,99,100,11.07,IS,04/03/2023
294,lianzhou,24.7811,112.3825,70.21,99,100,4.72,CN,04/03/2023
295,madang,-5.2246,145.7966,75.27,94,100,5.66,PG,04/03/2023
296,osorno,-40.5667,-73.15,61.25,71,0,3.44,CL,04/03/2023
297,goderich,43.7501,-81.7165,46.9,75,100,13.8,CA,04/03/2023
298,thanh hoa,19.8,105.7667,74.68,90,4,3.94,VN,04/03/2023
299,kununurra,-15.7667,128.7333,75.18,88,51,2.3,AU,04/03/2023
300,paysandu,-32.3214,-58.0756,73.72,48,86,6.67,UY,04/03/2023
301,oktyabrskoye,43.0645,44.7417,57.34,41,75,8.95,RU,04/03/2023
302,coquimbo,-29.9533,-71.3436,60.53,100,100,4.61,CL,04/03/2023
303,palmer,42.1584,-72.3287,51.24,28,20,14.97,US,04/03/2023
304,arlit,18.7369,7.3853,93.92,4,100,8.21,NE,04/03/2023
305,beatrice,40.2681,-96.747,55.49,24,100,11.5,US,04/03/2023
306,mayor pablo lagerenza,-19.9309,-60.7718,95.85,33,81,10.58,PY,04/03/2023
307,nanortalik,60.1432,-45.2371,36.84,88,100,5.1,GL,04/03/2023
308,port-gentil,-0.7193,8.7815,85.96,79,40,14.97,GA,04/03/2023
309,columbus,39.9612,-82.9988,58.69,62,75,10.36,US,04/03/2023
310,biak,-0.9131,122.8766,76.19,84,100,0.72,ID,04/03/2023
311,leh,34.1667,77.5833,23.59,69,95,3.06,IN,04/03/2023
312,yingcheng,30.95,113.55,55.81,90,100,15.84,CN,04/03/2023
313,mastic beach,40.7668,-72.8521,52.54,57,0,13.8,US,04/03/2023
314,tuatapere,-46.1333,167.6833,50.29,90,52,3.09,NZ,04/03/2023
315,san cristobal,7.7669,-72.225,75.38,45,100,9.82,VE,04/03/2023
316,unity,52.4501,-109.1682,12.25,92,100,5.88,CA,04/03/2023
317,wilmington,34.2257,-77.9447,73.31,54,0,10.0,US,04/03/2023
318,bethel,41.3712,-73.414,52.36,41,0,11.5,US,04/03/2023
319,fairbanks,64.8378,-147.7164,3.2,79,20,4.61,US,04/03/2023
320,kysyl-syr,63.8986,122.7617,14.59,98,100,2.66,RU,04/03/2023
321,antsohihy,-14.8796,47.9875,75.81,95,98,3.27,MG,04/03/2023
322,mataro,41.5421,2.4445,65.71,62,34,1.99,ES,04/03/2023
323,saint-paul,-21.0096,55.2707,80.69,97,100,1.99,RE,04/03/2023
324,xuddur,4.1213,43.8894,88.21,43,85,11.5,SO,04/03/2023
325,caraballeda,10.6112,-66.8522,89.37,64,20,4.61,VE,04/03/2023
326,lepaterique,14.0667,-87.4667,69.4,31,78,3.47,HN,04/03/2023
327,gasa,31.5,34.4667,66.56,65,0,10.76,PS,04/03/2023
328,yatou,37.15,122.3833,50.54,67,100,7.36,CN,04/03/2023
329,dunedin,-45.8742,170.5036,54.81,75,93,3.53,NZ,04/03/2023
330,ilhabela,-23.7781,-45.3581,78.57,62,14,4.99,BR,04/03/2023
331,saint-leu,-21.15,55.2833,79.63,97,100,3.65,RE,04/03/2023
332,sinnar,13.5691,33.5672,94.89,8,16,11.77,SD,04/03/2023
333,scarborough,54.2797,-0.4044,51.66,72,77,5.99,GB,04/03/2023
334,talaya,61.3833,152.75,-17.88,98,79,4.12,RU,04/03/2023
335,cururupu,-1.8283,-44.8683,72.73,99,100,1.83,BR,04/03/2023
336,hasaki,35.7333,140.8333,47.21,51,0,11.79,JP,04/03/2023
337,kaniama,-7.5667,24.1833,72.79,90,70,1.9,CD,04/03/2023
338,sayyan,15.1718,44.3244,60.94,65,81,6.71,YE,04/03/2023
339,keetmanshoop,-26.5833,18.1333,81.75,12,0,12.59,NA,04/03/2023
340,yumen,40.2833,97.2,41.45,21,100,19.95,CN,04/03/2023
341,jumla,29.2747,82.1838,45.27,93,78,3.94,NP,04/03/2023
342,pochutla,15.7432,-96.4661,90.82,48,90,5.84,MX,04/03/2023
343,beian,63.6559,9.5683,43.0,65,75,12.66,NO,04/03/2023
344,kushima,31.4583,131.2333,58.55,84,22,6.26,JP,04/03/2023
345,japura,-0.3167,102.35,74.26,97,100,2.55,ID,04/03/2023
346,katangli,51.7102,143.2326,28.53,99,87,9.78,RU,04/03/2023
347,cairns,-16.9167,145.7667,77.07,97,100,3.44,AU,04/03/2023
348,alta floresta,-9.8756,-56.0861,80.42,78,40,2.3,BR,04/03/2023
349,pacific grove,36.6177,-121.9166,49.89,62,0,27.0,US,04/03/2023
350,launceston,-41.45,147.1667,51.15,89,100,5.75,AU,04/03/2023
351,businga,3.3333,20.8833,75.51,83,97,1.86,CD,04/03/2023
352,boulder,40.0833,-105.3505,42.66,54,100,10.36,US,04/03/2023
353,barra do garcas,-15.89,-52.2567,82.98,61,20,5.75,BR,04/03/2023
354,zhaotong,27.3167,103.7167,57.2,55,28,2.15,CN,04/03/2023
355,sioux lookout,50.1001,-91.917,14.07,67,40,10.36,CA,04/03/2023
356,inirida,3.8653,-67.9239,82.94,80,72,1.14,CO,04/03/2023
357,gornopravdinsk,60.05,69.9,34.36,96,100,3.51,RU,04/03/2023
358,bo rai,12.5728,102.5371,76.32,80,5,2.39,TH,04/03/2023
359,seoul,37.5683,126.9778,64.0,36,0,3.44,KR,04/03/2023
360,sisimiut,66.9395,-53.6735,18.41,66,2,9.93,GL,04/03/2023
361,medicine hat,50.0501,-110.6683,24.85,85,100,9.22,CA,04/03/2023
362,veshenskaya,49.6303,41.7334,52.93,78,97,8.59,RU,04/03/2023
363,erzincan,39.75,39.5,51.1,82,75,4.61,TR,04/03/2023
364,mbandaka,0.0487,18.2603,87.89,55,66,1.48,CD,04/03/2023
365,pundaguitan,6.3711,126.1689,80.69,79,100,5.3,PH,04/03/2023
366,metro,-5.1131,105.3067,74.26,89,97,2.26,ID,04/03/2023
367,veinticinco de mayo,-35.4323,-60.1727,64.36,81,100,4.59,AR,04/03/2023
368,halifax,44.6453,-63.5724,43.45,39,20,17.27,CA,04/03/2023
369,lockport,41.5895,-88.0578,56.86,54,75,5.75,US,04/03/2023
370,boralday,43.3578,76.8594,44.46,49,0,6.71,KZ,04/03/2023
371,roma,43.2128,-75.4557,52.95,35,66,8.99,US,04/03/2023
372,sangar,63.9242,127.4739,6.75,94,100,2.59,RU,04/03/2023
373,borgarnes,64.5383,-21.9206,46.45,80,100,13.47,IS,04/03/2023
374,bilgoraj,50.5411,22.722,36.37,63,100,9.06,PL,04/03/2023
375,alyangula,-13.8483,136.4192,82.0,71,63,7.25,AU,04/03/2023
376,maragogi,-9.0122,-35.2225,84.06,64,22,9.35,BR,04/03/2023
377,klaksvik,62.2266,-6.589,47.32,89,98,23.87,FO,04/03/2023
378,baykit,61.67,96.37,26.29,86,90,9.6,RU,04/03/2023
379,pindiga,9.9833,10.9333,97.63,8,98,6.06,NG,04/03/2023
380,nuevo laredo,27.4763,-99.5164,87.64,48,90,14.05,MX,04/03/2023
381,san pedro,14.35,121.0167,83.35,76,40,8.05,PH,04/03/2023
382,nalut,30.3333,10.85,65.41,17,0,18.81,LY,04/03/2023
383,tirano,46.2154,10.1679,54.39,49,7,6.33,IT,04/03/2023
384,marshalltown,42.0494,-92.908,51.3,61,100,6.91,US,04/03/2023
385,katsuura,35.1333,140.3,50.99,61,0,11.48,JP,04/03/2023
386,chagoda,59.164,35.3285,31.93,98,100,6.82,RU,04/03/2023
387,marsh harbour,26.5412,-77.0636,76.06,73,49,6.04,BS,04/03/2023
388,broken hill,-31.95,141.4333,61.68,33,0,5.84,AU,04/03/2023
389,khasan,42.4308,130.6434,42.35,89,99,3.11,RU,04/03/2023
390,port said,31.2565,32.2841,71.58,68,0,9.22,EG,04/03/2023
391,narovchat,53.8765,43.6946,50.4,59,96,3.65,RU,04/03/2023
392,dongying,37.4564,118.4856,52.38,61,100,15.14,CN,04/03/2023
393,fortuna,40.5982,-124.1573,40.93,96,87,4.16,US,04/03/2023
394,camacha,33.0833,-16.3333,67.42,73,40,17.27,PT,04/03/2023
395,severo-kurilsk,50.6789,156.125,32.45,82,72,11.79,RU,04/03/2023
396,plainview,40.7765,-73.4673,54.0,53,0,10.36,US,04/03/2023
397,saysain,14.5611,120.3925,78.89,79,27,8.25,PH,04/03/2023
398,mareeba,-17.0,145.4333,72.45,95,99,2.62,AU,04/03/2023
399,yuncheng,35.0231,110.9928,46.2,95,100,3.09,CN,04/03/2023
400,greenville,35.6127,-77.3663,69.13,46,0,8.05,US,04/03/2023
401,cabedelo,-6.9811,-34.8339,88.47,71,38,11.5,BR,04/03/2023
402,iqaluit,63.7506,-68.5145,10.13,51,75,5.75,CA,04/03/2023
403,osakarovka,50.565,72.5692,35.62,55,0,15.52,KZ,04/03/2023
404,vanimo,-2.6741,141.3028,77.47,89,99,2.51,PG,04/03/2023
405,chickasha,35.0526,-97.9364,73.18,45,0,9.22,US,04/03/2023
406,irtyshskiy,58.3333,68.1333,33.3,91,100,3.24,RU,04/03/2023
407,vao,-22.6667,167.4833,77.61,82,6,11.56,NC,04/03/2023
408,krasnovishersk,60.4078,57.082,35.92,98,100,5.44,RU,04/03/2023
409,north berwick,56.0583,-2.7229,55.78,55,77,8.46,GB,04/03/2023
410,roswell,34.0232,-84.3616,56.79,84,100,8.05,US,04/03/2023
411,portobelo,9.55,-79.65,79.21,80,86,14.2,PA,04/03/2023
412,swidnik,51.219,22.6962,37.69,52,0,11.5,PL,04/03/2023
413,kokomo,40.4864,-86.1336,63.19,62,0,8.05,US,04/03/2023
414,murgab,37.4966,61.9714,62.47,48,75,4.61,TM,04/03/2023
415,birin,26.8865,88.0718,55.24,66,14,6.29,NP,04/03/2023
416,orange,33.7,-117.7675,56.95,79,100,4.61,US,04/03/2023
417,ulaanbaatar,47.9077,106.8832,12.33,73,40,4.47,MN,04/03/2023
418,cao bang,22.6667,106.25,72.45,98,32,3.24,VN,04/03/2023
419,lalmohan,22.3384,90.7419,79.93,77,24,10.98,BD,04/03/2023
420,mariquita,5.1989,-74.893,86.74,52,80,4.27,CO,04/03/2023
421,poplar bluff,36.757,-90.3929,67.78,79,100,9.22,US,04/03/2023
422,labuhan,-6.8844,112.2051,77.34,87,91,8.9,ID,04/03/2023
423,aleksandrovsk,59.158,57.5624,38.8,40,99,3.42,RU,04/03/2023
424,renqiu,38.6989,116.0936,53.83,46,100,10.2,CN,04/03/2023
425,shimoda,34.6667,138.95,47.1,65,5,11.99,JP,04/03/2023
426,mackay,-21.15,149.2,75.69,85,63,6.98,AU,04/03/2023
427,kem,64.9555,34.5793,15.94,96,7,4.61,RU,04/03/2023
428,saint george,37.1041,-113.5841,59.25,40,100,1.99,US,04/03/2023
429,esso,55.9333,158.7,13.55,97,77,6.31,RU,04/03/2023
430,el rodeo,14.9167,-91.9667,83.62,59,56,6.2,GT,04/03/2023
431,sobolevo,54.4299,31.8996,32.92,97,100,9.35,RU,04/03/2023
432,roald,62.5833,6.1333,47.34,65,40,14.97,NO,04/03/2023
433,likhoy,48.1266,40.2056,51.58,74,91,14.74,RU,04/03/2023
434,hami,42.8,93.45,41.59,24,100,15.7,CN,04/03/2023
435,sorong,-0.8833,131.25,78.71,86,100,6.69,ID,04/03/2023
436,troitskoye,52.9821,84.6757,22.05,89,76,3.87,RU,04/03/2023
437,plessisville,46.2186,-71.762,36.07,75,100,10.51,CA,04/03/2023
438,vila franca do campo,37.7167,-25.4333,59.41,58,40,2.71,PT,04/03/2023
439,sitamau,24.0167,75.35,82.38,25,18,8.86,IN,04/03/2023
440,maine-soroa,13.2114,12.0241,98.91,6,5,8.57,NE,04/03/2023
441,urumqi,43.801,87.6005,29.35,29,0,4.47,CN,04/03/2023
442,manama,26.2154,50.5832,73.58,52,0,18.41,BH,04/03/2023
443,thessalon,46.2501,-83.5666,43.09,84,80,15.7,CA,04/03/2023
444,dingle,10.9995,122.6711,76.44,82,100,5.93,PH,04/03/2023
445,maldonado,-34.6667,-54.9167,63.23,87,100,5.41,UY,04/03/2023
446,high prairie,55.4334,-116.4858,25.56,87,94,3.85,CA,04/03/2023
447,yenagoa,4.9247,6.2642,82.8,74,100,8.37,NG,04/03/2023
448,angra dos reis,-23.0067,-44.3181,78.46,64,10,5.82,BR,04/03/2023
449,pierre,44.3683,-100.351,39.85,65,0,9.22,US,04/03/2023
450,laredo,27.5064,-99.5075,77.25,78,75,6.91,US,04/03/2023
451,leiyang,26.4024,112.8591,74.28,79,100,15.35,CN,04/03/2023
452,isilkul,54.9109,71.2728,29.34,86,1,5.03,RU,04/03/2023
453,kirakira,-10.4544,161.9205,79.88,85,40,7.18,SB,04/03/2023
454,hambantota,6.1241,81.1185,79.14,100,40,2.3,LK,04/03/2023
455,rio verde de mato grosso,-18.9181,-54.8442,84.11,63,0,6.82,BR,04/03/2023
456,sarangani,5.4033,125.4636,80.65,80,100,6.53,PH,04/03/2023
457,inhambane,-23.865,35.3833,74.39,74,0,8.41,MZ,04/03/2023
458,viransehir,37.2353,39.7631,57.36,74,24,3.85,TR,04/03/2023
459,shubarshi,48.5872,57.1869,52.11,27,100,8.43,KZ,04/03/2023
460,kaeo,-35.1,173.7833,54.0,82,6,4.97,NZ,04/03/2023
461,gat,31.61,34.7642,77.68,53,0,8.3,IL,04/03/2023
462,alberton,46.8168,-64.0654,32.13,74,16,18.14,CA,04/03/2023
463,deputatskiy,69.3,139.9,-1.07,98,92,3.78,RU,04/03/2023
464,verkhoyansk,67.5447,133.385,2.35,88,38,5.39,RU,04/03/2023
465,abnub,27.2696,31.1511,89.82,8,12,3.24,EG,04/03/2023
466,bayan,46.0833,127.4,42.82,22,100,12.39,CN,04/03/2023
467,zemio,5.0314,25.1361,90.72,29,77,5.39,CF,04/03/2023
468,tiarei,-17.5333,-149.3333,78.82,72,79,4.21,PF,04/03/2023
469,ossora,59.2353,163.0719,17.53,97,99,4.36,RU,04/03/2023
470,shenjiamen,29.9576,122.298,59.86,88,100,18.79,CN,04/03/2023
471,coronado,32.6859,-117.1831,56.52,73,75,12.66,US,04/03/2023
472,kaukauna,44.278,-88.272,53.01,49,40,11.5,US,04/03/2023
473,takoradi,4.8845,-1.7554,85.5,68,83,12.75,GH,04/03/2023
474,munkebo,55.4618,10.5558,38.34,55,35,10.33,DK,04/03/2023
475,west helena,34.5507,-90.6418,65.88,88,98,9.08,US,04/03/2023
476,riverton,40.5219,-111.9391,36.09,92,100,3.0,US,04/03/2023
477,tautira,-17.7333,-149.15,81.05,73,80,3.96,PF,04/03/2023
478,tucuma,-0.1833,-50.05,85.21,57,60,5.28,BR,04/03/2023
479,kismayo,-0.3582,42.5454,83.07,77,5,13.11,SO,04/03/2023
480,martapura,-3.4167,114.85,78.89,100,100,2.3,ID,04/03/2023
481,trairi,-3.2778,-39.2689,84.52,72,49,5.26,BR,04/03/2023
482,qujing,25.4833,103.7833,60.37,38,3,19.3,CN,04/03/2023
483,aktash,50.3,87.7333,1.53,79,12,4.18,RU,04/03/2023
484,graham,47.0529,-122.2943,37.58,94,100,1.99,US,04/03/2023
485,poum,-20.2333,164.0167,80.06,81,72,7.76,NC,04/03/2023
486,araouane,18.9048,-3.5265,96.62,4,0,2.53,ML,04/03/2023
487,dongzhen,22.3797,110.9389,73.51,88,1,4.94,CN,04/03/2023
488,marawi,7.9986,124.2928,68.13,94,68,0.58,PH,04/03/2023
489,lata,40.1629,-8.3327,66.92,39,100,9.66,PT,04/03/2023
490,chicama,-7.8447,-79.1469,79.34,67,82,6.89,PE,04/03/2023
491,yambio,4.5721,28.3955,86.27,35,27,4.25,SS,04/03/2023
492,caninde,-4.3589,-39.3117,85.19,68,40,2.93,BR,04/03/2023
493,mugumu,-1.85,34.7,63.36,93,89,2.95,TZ,04/03/2023
494,juba,4.8517,31.5825,89.98,35,75,7.56,SS,04/03/2023
495,presidencia roque saenz pena,-26.7852,-60.4388,87.57,36,58,7.87,AR,04/03/2023
496,rio grande city,26.3798,-98.8203,83.88,48,20,13.29,US,04/03/2023
497,kurilsk,45.2333,147.8833,29.64,74,5,2.75,RU,04/03/2023
498,vestmannaeyjar,63.4427,-20.2734,45.59,100,100,33.38,IS,04/03/2023
499,shaoxing,30.011,120.5715,62.55,74,100,15.46,CN,04/03/2023
500,waipawa,-41.4122,175.5153,45.61,89,6,4.07,NZ,04/03/2023
501,maceio,-9.6658,-35.7353,89.04,55,40,10.36,BR,04/03/2023
502,kazerun,29.6195,51.6541,59.65,39,0,5.86,IR,04/03/2023
503,kang,-23.6752,22.7876,75.92,41,54,7.78,BW,04/03/2023
504,los algarrobos,8.5,-82.4333,86.41,58,20,3.44,PA,04/03/2023
505,hofn,64.2539,-15.2082,44.62,93,100,13.8,IS,04/03/2023
506,doka,13.5167,35.7667,93.51,11,52,14.14,SD,04/03/2023
507,pandan,14.0453,124.1694,78.28,83,61,14.09,PH,04/03/2023
508,marsala,37.7966,12.4352,60.75,77,40,23.02,IT,04/03/2023
509,padilla,3.2204,-76.3139,80.17,59,69,2.59,CO,04/03/2023
510,kontagora,10.3999,5.4695,102.33,8,13,0.85,NG,04/03/2023
511,grindavik,63.8424,-22.4338,48.67,93,100,33.38,IS,04/03/2023
512,chake chake,-5.2459,39.7666,81.28,77,92,8.05,TZ,04/03/2023
513,nisia floresta,-6.0911,-35.2086,88.61,64,50,8.48,BR,04/03/2023
514,concarneau,47.875,-3.9225,56.19,66,2,4.23,FR,04/03/2023
515,zhangye,38.9342,100.4517,45.1,44,80,8.95,CN,04/03/2023
516,varhaug,58.6147,5.6457,44.69,71,100,4.56,NO,04/03/2023
517,katobu,-4.9408,122.5276,75.09,93,97,0.51,ID,04/03/2023
518,ixtapa,20.7,-105.2,87.8,21,98,4.03,MX,04/03/2023
519,broome,42.2506,-75.833,54.9,39,0,14.97,US,04/03/2023
520,price,39.5994,-110.8107,49.12,42,100,6.91,US,04/03/2023
521,shingu,33.7333,135.9833,56.71,77,97,2.21,JP,04/03/2023
522,jalu,29.0331,21.5482,78.8,30,0,17.31,LY,04/03/2023
523,menongue,-14.6585,17.691,72.66,69,73,6.17,AO,04/03/2023
524,bahia honda,22.9036,-83.1592,84.9,54,3,8.5,CU,04/03/2023
525,elat,29.5581,34.9482,85.84,11,0,8.05,IL,04/03/2023
526,northam,51.0333,-4.2167,52.25,71,9,12.97,GB,04/03/2023
527,maryville,35.7565,-83.9705,58.03,63,100,3.44,US,04/03/2023
528,omsukchan,62.5333,155.8,-18.31,100,62,3.8,RU,04/03/2023
529,russkaya polyana,49.417,31.9201,45.19,91,100,9.78,UA,04/03/2023
530,margate,51.3813,1.3862,50.7,57,2,5.99,GB,04/03/2023
531,wuwei,37.9281,102.6414,42.37,56,99,12.86,CN,04/03/2023
532,coihaique,-45.5752,-72.0662,56.01,58,75,4.61,CL,04/03/2023
533,sept-iles,50.2001,-66.3821,27.05,50,20,14.97,CA,04/03/2023
534,chuka,-0.3332,37.6459,69.15,72,72,1.14,KE,04/03/2023
535,vila,42.0304,-8.1588,53.71,55,100,2.17,PT,04/03/2023
536,mapimi,25.8167,-103.85,79.38,12,65,3.98,MX,04/03/2023
537,bani,18.2833,-70.3333,85.86,47,0,13.85,DO,04/03/2023
538,litovko,49.2361,135.1742,50.85,63,100,12.26,RU,04/03/2023
539,kalininsk,51.5,44.4758,53.96,46,100,6.76,RU,04/03/2023
540,kavaratti,10.5669,72.642,82.89,69,14,12.44,IN,04/03/2023
541,aklavik,68.2191,-135.0107,-0.92,95,35,3.94,CA,04/03/2023
542,talcahuano,-36.7167,-73.1167,62.28,63,0,8.05,CL,04/03/2023
543,ostrovnoy,68.0531,39.5131,18.59,87,24,12.57,RU,04/03/2023
544,lorengau,-2.0226,147.2712,80.08,76,82,1.77,PG,04/03/2023
545,ulaangom,49.9811,92.0667,8.51,77,51,1.12,MN,04/03/2023
546,thinadhoo,0.5333,72.9333,83.12,71,44,8.28,MV,04/03/2023
547,duleek,53.6567,-6.4192,54.36,76,100,11.81,IE,04/03/2023
548,berlevag,70.8578,29.0864,28.4,69,75,35.68,NO,04/03/2023
549,sur,22.5667,59.5289,75.76,55,6,2.68,OM,04/03/2023
550,bharthana,26.7571,79.2248,85.39,22,75,3.06,IN,04/03/2023
551,the valley,18.217,-63.0578,82.54,57,20,20.71,AI,04/03/2023
552,bon air,37.5249,-77.5578,66.0,58,100,5.01,US,04/03/2023
553,sinnamary,5.3833,-52.95,81.9,63,37,10.16,GF,04/03/2023
554,tessalit,20.1986,1.0114,94.55,4,3,9.62,ML,04/03/2023
555,lumeje,-11.55,20.7833,71.6,83,97,4.34,AO,04/03/2023
556,batagay-alyta,67.8006,130.4114,-0.63,87,97,7.25,RU,04/03/2023
557,pemangkat,1.1667,108.9667,77.49,84,100,4.92,ID,04/03/2023
558,tura,25.5198,90.2201,70.16,58,73,4.45,IN,04/03/2023
559,kannangad,12.3081,75.1063,78.3,74,11,8.46,IN,04/03/2023
560,rawson,-43.3002,-65.1023,66.74,39,0,5.03,AR,04/03/2023
561,boa vista,2.8197,-60.6733,87.78,48,75,18.41,BR,04/03/2023
562,zhuji,29.7188,120.2423,60.71,74,100,5.59,CN,04/03/2023
563,turka,49.1541,23.0297,27.79,94,100,12.17,UA,04/03/2023
564,mindelo,16.8901,-24.9804,81.95,51,3,19.57,CV,04/03/2023
565,chokurdakh,70.6333,147.9167,7.56,93,100,12.26,RU,04/03/2023
566,whitehorse,60.7161,-135.0538,20.17,63,75,3.44,CA,04/03/2023
567,lexington,37.9887,-84.4777,67.42,44,20,9.22,US,04/03/2023
568,kisangani,0.5167,25.2,79.34,68,64,3.2,CD,04/03/2023
569,pathein,16.7833,94.7333,77.63,78,37,8.77,MM,04/03/2023
570,ichinomiya,35.3,136.8,60.03,67,40,2.3,JP,04/03/2023
571,tottori,35.5,134.2333,45.48,69,0,2.93,JP,04/03/2023
572,san ramon de la nueva oran,-23.1322,-64.326,89.42,39,17,3.02,AR,04/03/2023
573,hue,16.4667,107.6,82.51,65,40,4.61,VN,04/03/2023
574,kalmunai,7.4167,81.8167,81.19,76,37,8.75,LK,04/03/2023
575,irbil,36.1926,44.0106,64.22,52,20,4.61,IQ,04/03/2023
576,inuvik,68.3499,-133.7218,0.61,84,40,5.75,CA,04/03/2023
577,penarroya-pueblonuevo,38.3,-5.2667,72.45,21,90,5.7,ES,04/03/2023
578,visnes,59.3556,5.2242,46.78,65,20,8.05,NO,04/03/2023
579,sainte-julienne,45.9668,-73.7159,38.19,62,100,8.32,CA,04/03/2023
580,bonnyville,54.2668,-110.735,24.12,89,98,5.61,CA,04/03/2023
581,estelle,29.8458,-90.1067,82.99,74,75,20.71,US,04/03/2023
582,ugoofaaru,5.6667,73.0,82.51,72,13,8.86,MV,04/03/2023
583,charters towers,-20.1,146.2667,71.69,94,5,5.79,AU,04/03/2023
584,gorontalo,0.5412,123.0595,74.89,95,100,3.67,ID,04/03/2023
585,nizhniy odes,63.6445,54.856,16.11,87,22,7.61,RU,04/03/2023
586,abonnema,4.7084,6.7931,83.71,69,100,9.26,NG,04/03/2023
